"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1832","Új építésű",NA,"220 000 Ft/hó",NA,"Pápay István utca"," IX. kerület","44 m² terület","2 szoba","7 m² erkély"
"1833",NA,NA,"830 000 Ft/hó",NA,"Lechner Ödön fasor 1"," IX. kerület","140 m² terület","4 szoba","17 m² erkély"
"1834",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Leonardo da Vinci utca 7, VIII. kerület",NA,NA
"1835",NA,NA,"140 000 Ft/hó",NA,"Rákospalotai határút"," XVI. kerület","67 m² terület","2 + 1 fél szoba","3 m² erkély"
"1836",NA,NA,"730 300 Ft/hó",NA,"Vörösmarty tér"," V. kerület","140 m² terület","4 szoba",NA
"1837",NA,NA,"145 000 Ft/hó",NA,"Győr"," Belváros","72 m² terület","3 szoba",NA
"1838",NA,NA,"170 000 Ft/hó",NA,"Szabadság út"," Hatvan","65 m² terület","2 + 1 fél szoba","5 m² erkély"
"1839",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","74 000 Ft/hó",NA,"Március 15. utca, Kecskemét",NA,NA
"1840",NA,NA,"100 000 Ft/hó",NA,"Nagy Fuvaros utca"," VIII. kerület","27 m² terület","1 szoba",NA
"1841",NA,NA,"250 000 Ft/hó",NA,"Debrecen"," Nagyerdő","74 m² terület","3 szoba","25 m² erkély"
"1842",NA,NA,"138 000 Ft/hó",NA,"Nagytétényi út 234"," XXII. kerület","55 m² terület","2 szoba","3 m² erkély"
"1843",NA,NA,"210 000 Ft/hó",NA,"Hűvösvölgy"," II. kerület","41 m² terület","2 szoba","16 m² erkély"
"1844",NA,NA,"80 000 Ft/hó",NA,"Ágoston utca"," III. kerület","19 m² terület","1 szoba",NA
"1845",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","230 000 Ft/hó",NA,"Batthyány utca, Debrecen",NA,NA
"1846",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Kossuth Lajos utca, Sopron",NA,NA
"1847",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Párkány utca, XIII. kerület",NA,NA
"1848",NA,NA,"120 000 Ft/hó",NA,"Kassai utca"," XIV. kerület","35 m² terület","1 + 1 fél szoba",NA
"1849",NA,NA,"170 000 Ft/hó",NA,"Greguss utca 3."," XII. kerület","34 m² terület","1 + 1 fél szoba",NA
"1850",NA,NA,"68 000 Ft/hó",NA,"Petőfi Sándor tér"," Miskolc","26 m² terület","1 szoba","5 m² erkély"
"1851",NA,NA,"125 000 Ft/hó",NA,"Mátyás tér 17"," VIII. kerület","40 m² terület","1 szoba",NA
"1852",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","250 000 Ft/hó",NA,"Balaton utca, V. kerület",NA,NA
"1853",NA,NA,"180 000 Ft/hó",NA,"Nagy Lajos király útja"," XIV. kerület","75 m² terület","3 szoba","6 m² erkély"
"1854",NA,NA,"100 000 Ft/hó",NA,"Mátyás tér"," VIII. kerület","27 m² terület","1 szoba",NA
"1855",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Diószegi Sámuel utca 36./a, VIII. kerület",NA,NA
"1856",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Halomi út 83-97, XVIII. kerület",NA,NA
"1857",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Kerepesi út, XIV. kerület",NA,NA
"1858",NA,NA,"110 000 Ft/hó",NA,"Piac utca"," Debrecen","31 m² terület","1 szoba","8 m² erkély"
"1859",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","125 000 Ft/hó",NA,"Üllői út 165 III.lh, IX. kerület",NA,NA
"1860",NA,NA,"120 000 Ft/hó",NA,"Avar utca"," I. kerület","50 m² terület","1 + 1 fél szoba",NA
"1861",NA,NA,"170 000 Ft/hó",NA,"Középső-Ferencváros"," IX. kerület","50 m² terület","2 szoba","1 m² erkély"
"1862","Új építésű",NA,"295 000 Ft/hó",NA,"Angyalföld - Lőportárdűlő"," XIII. kerület","76 m² terület","3 szoba","8 m² erkély"
"1863",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Nap utca 10, XXI. kerület",NA,NA
"1864",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Blaháné utca 4, Debrecen",NA,NA
"1865",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","180 000 Ft/hó",NA,"Huszár utca 6, VII. kerület",NA,NA
"1866",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","170 000 Ft/hó",NA,"Piac utca, Debrecen",NA,NA
"1867",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","170 000 Ft/hó",NA,"Madách utca, XV. kerület",NA,NA
"1868",NA,NA,"220 000 Ft/hó",NA,"Reitter Ferenc utca"," XIII. kerület","59 m² terület","2 szoba","6 m² erkély"
"1869",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Kápolna köz, X. kerület",NA,NA
"1870",NA,NA,"110 000 Ft/hó",NA,"Ördögmalom utca"," XIII. kerület","27 m² terület","1 szoba",NA
"1871",NA,NA,"110 000 Ft/hó",NA,"Ördögmalom utca"," XIII. kerület","27 m² terület","1 szoba",NA
"1872",NA,NA,"170 000 Ft/hó",NA,"Róna utca"," XIV. kerület","64 m² terület","3 szoba","2 m² erkély"
"1873",NA,NA,"135 000 Ft/hó",NA,"Endresz György utca"," Pécs","50 m² terület","2 szoba","4 m² erkély"
"1874",NA,NA,"210 000 Ft/hó",NA,"Gidófalvy Lajos utca"," XIII. kerület","48 m² terület","2 szoba","11 m² erkély"
"1875","Új építésű",NA,"170 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","30 m² terület","1 szoba","5 m² erkély"
"1876",NA,NA,"220 000 Ft/hó",NA,"Völgycsillag utca 4"," XI. kerület","57 m² terület","2 szoba","13 m² erkély"
"1877",NA,NA,"120 000 Ft/hó",NA,"Szent László út"," XIII. kerület","45 m² terület","1 + 1 fél szoba","4 m² erkély"
"1878",NA,NA,"120 000 Ft/hó",NA,"Bocskai utca"," Nyíregyháza","59 m² terület","4 szoba","4 m² erkély"
"1879",NA,NA,"140 000 Ft/hó",NA,"Pasaréti út"," II. kerület","39 m² terület","1 + 1 fél szoba","3 m² erkély"
"1880",NA,NA,"150 000 Ft/hó",NA,"Istenhegyi út 9/a"," XII. kerület","39 m² terület","1 szoba","1 m² erkély"
"1881","Új építésű",NA,"170 000 Ft/hó",NA,"Márton utca"," IX. kerület","37 m² terület","1 + 1 fél szoba","7 m² erkély"
"1882",NA,NA,"401 665 Ft/hó",NA,"Lechner Ödön fasor"," IX. kerület","63 m² terület","2 szoba","10 m² erkély"
"1883",NA,NA,"365 150 Ft/hó",NA,"Balogh Ádám utca"," II. kerület","78 m² terület","3 szoba","10 m² erkély"
"1884",NA,NA,"100 000 Ft/hó",NA,"Flesch Károly utca 1"," Mosonmagyaróvár","49 m² terület","2 szoba",NA
"1885",NA,NA,"420 000 Ft/hó",NA,"Baross utca"," IV. kerület","138 m² terület","6 szoba",NA
"1886","Csak szoba",NA,"60 000 Ft/hó",NA,"Leibstück Mária utca"," Győr","21 m² terület","1 szoba",NA
"1887",NA,NA,"85 000 Ft/hó",NA,"Tabán utca"," Nagykőrös","55 m² terület","2 szoba",NA
"1888",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Szeged, Rókus",NA,NA
"1889",NA,NA,"547 725 Ft/hó",NA,"Újpesti rakpart"," XIII. kerület","120 m² terület","3 szoba",NA
"1890",NA,NA,"150 000 Ft/hó",NA,"Toronyház utca"," IX. kerület","57 m² terület","2 szoba","10 m² erkély"
"1891",NA,NA,"499 000 Ft/hó",NA,"Vihorlát utca"," II. kerület","95 m² terület","3 szoba","15 m² erkély"
"1892",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","99 000 Ft/hó",NA,"Lehel utca, Balatonalmádi",NA,NA
"1893",NA,NA,"1 100 000 Ft/hó",NA,"Bajza utca"," VI. kerület","268 m² terület","8 szoba",NA
"1894",NA,NA,"160 000 Ft/hó",NA,"Radóc utca"," XI. kerület","52 m² terület","2 szoba","5 m² erkély"
"1895",NA,NA,"235 000 Ft/hó",NA,"Október 6. utca"," V. kerület","56 m² terület","2 szoba",NA
"1896",NA,NA,"180 000 Ft/hó",NA,"Hegytető utca"," XI. kerület","54 m² terület","2 szoba","3 m² erkély"
"1897",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Hajnal utca 3. 10/4, Dunaújváros",NA,NA
"1898",NA,NA,"100 000 Ft/hó",NA,"Wesselényi utca"," Kecskemét","56 m² terület","2 szoba","2 m² erkély"
"1899",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","250 000 Ft/hó",NA,"Bartók Béla út 62-64, XI. kerület",NA,NA
"1900",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Halomi út 65-81, XVIII. kerület",NA,NA
"1901",NA,NA,"180 000 Ft/hó",NA,"Horánszky utca"," VIII. kerület","56 m² terület","2 szoba","5 m² erkély"
"1902",NA,NA,"99 000 Ft/hó",NA,"Mátyásföld - Petőfikert"," XVI. kerület","22 m² terület","1 szoba",NA
"1903",NA,NA,"50 000 Ft/hó",NA,"Török Ignác utca"," Gyöngyös","25 m² terület","1 szoba",NA
"1904",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","195 300 Ft/hó",NA,"Mályva utca 3, Budakalász",NA,NA
"1905",NA,NA,"100 000 Ft/hó",NA,"Siófok"," Aranypart","30 m² terület","1 szoba",NA
"1906",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Darus utca, XVIII. kerület",NA,NA
"1907",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Sarkantyú utca 9, Nyíregyháza",NA,NA
"1908",NA,NA,"200 000 Ft/hó",NA,"Király utca 106"," VI. kerület","85 m² terület","2 szoba","2 m² erkély"
"1909",NA,NA,"180 000 Ft/hó",NA,"Ámor utca"," XII. kerület","92 m² terület","1 + 2 fél szoba","15 m² erkély"
"1910",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","195 000 Ft/hó",NA,"Márton utca, IX. kerület",NA,NA
"1911","Csak szoba",NA,"82 000 Ft/hó",NA,"Népfürdő utca 21"," XIII. kerület","50 m² terület","2 szoba","3 m² erkély"
"1912",NA,NA,"180 000 Ft/hó",NA,"Práter utca 20"," VIII. kerület","66 m² terület","2 szoba",NA
"1913","Új építésű",NA,"295 000 Ft/hó",NA,"Corvin sétány 8"," VIII. kerület","60 m² terület","3 szoba","6 m² erkély"
"1914",NA,NA,"165 000 Ft/hó",NA,"Hollán Ernő utca"," XIII. kerület","33 m² terület","1 szoba","3 m² erkély"
"1915",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","250 000 Ft/hó",NA,"Nagy Diófa utca, VII. kerület",NA,NA
"1916",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Erzsébet utca, Balatonboglár",NA,NA
"1917",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Virág utca, Debrecen",NA,NA
"1918",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","70 000 Ft/hó",NA,"Tárkányi út, Eger",NA,NA
"1919",NA,NA,"150 000 Ft/hó",NA,"Mihálkovics utca 10."," IX. kerület","50 m² terület","2 szoba",NA
"1920",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Csata utca 25., XIII. kerület",NA,NA
"1921",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","370 000 Ft/hó",NA,"Tópark utca, Törökbálint",NA,NA
"1922",NA,NA,"400 000 Ft/hó",NA,"Wittmann Antal park"," Mosonmagyaróvár","90 m² terület","3 + 1 fél szoba","80 m² erkély"
"1923",NA,NA,"95 000 Ft/hó",NA,"Kis Gömb utca 22"," XIII. kerület","34 m² terület","1 + 1 fél szoba",NA
"1924",NA,NA,"245 000 Ft/hó",NA,"Tüzér utca 30"," XIII. kerület","64 m² terület","2 + 1 fél szoba","10 m² erkély"
"1925",NA,NA,"255 605 Ft/hó",NA,"Futó utca"," VIII. kerület","51 m² terület","3 szoba","2 m² erkély"
"1926",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","60 000 Ft/hó",NA,"Csengery út, Nagykanizsa",NA,NA
"1927",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Bajcsy-Zsilinszky utca 12/A., Szigetszentmiklós",NA,NA
"1928",NA,NA,"100 000 Ft/hó",NA,"Diószegi Sámuel utca"," VIII. kerület","40 m² terület","1 + 2 fél szoba",NA
"1929",NA,NA,"125 000 Ft/hó",NA,"Gőzmozdony utca"," X. kerület","37 m² terület","1 szoba",NA
"1930",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Tildy Zoltán utca 57, Pécs",NA,NA
"1931",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Daróczi köz, Kecskemét",NA,NA
"1932",NA,NA,"255 605 Ft/hó",NA,"Dandár utca 22"," IX. kerület","60 m² terület","2 + 1 fél szoba","8 m² erkély"
"1933",NA,NA,"120 000 Ft/hó",NA,"Újpesti lakótelep"," IV. kerület","35 m² terület","1 + 1 fél szoba",NA
"1934",NA,NA,"120 000 Ft/hó",NA,"Felső Törökhegy út"," Vác","39 m² terület","2 szoba",NA
"1935",NA,NA,"110 000 Ft/hó",NA,"Teréz körút 1"," VI. kerület","27 m² terület","1 szoba",NA
"1936",NA,NA,"95 000 Ft/hó",NA,"Üllői út"," IX. kerület","30 m² terület","1 szoba",NA
"1937",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","115 000 Ft/hó",NA,"Hajnal utca, Győr",NA,NA
"1938",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","75 000 Ft/hó",NA,"Csokonai út, Szolnok",NA,NA
"1939",NA,NA,"110 000 Ft/hó",NA,"Margit körút"," II. kerület","40 m² terület","1 szoba",NA
"1940","Új építésű",NA,"250 000 Ft/hó",NA,"Rózsa utca"," VI. kerület","65 m² terület","3 szoba","4 m² erkély"
"1941",NA,NA,"791 000 Ft/hó",NA,"Balogh Ádám utca"," II. kerület","160 m² terület","4 szoba",NA
"1942","Új építésű",NA,"250 000 Ft/hó",NA,"Hadrianus utca 9"," III. kerület","32 m² terület","2 szoba","6 m² erkély"
"1943",NA,NA,"165 000 Ft/hó",NA,"Szív utca"," VI. kerület","48 m² terület","1 szoba","6 m² erkély"
"1944","Új építésű",NA,"220 000 Ft/hó",NA,"Hadrianus utca 9"," III. kerület","30 m² terület","2 szoba","2.6 m² erkély"
"1945",NA,NA,"100 000 Ft/hó",NA,"Gaál József út"," XII. kerület","31 m² terület","1 szoba",NA
"1946",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Puskin utca 17, VIII. kerület",NA,NA
"1947",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Kassák Lajos utca, XIII. kerület",NA,NA
"1948",NA,NA,"200 000 Ft/hó",NA,"Üteg utca"," XIII. kerület","65 m² terület","2 szoba","2 m² erkély"
"1949",NA,NA,"90 000 Ft/hó",NA,"Rákóczi utca"," Körmend","55 m² terület","2 szoba","2 m² erkély"
"1950",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Viza utca 7/b, XIII. kerület",NA,NA
"1951",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Boldogasszony sugárút, Szeged",NA,NA
"1952",NA,NA,"400 000 Ft/hó",NA,"Törökvész"," II. kerület","100 m² terület","3 szoba","30 m² erkély"
"1953",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","135 000 Ft/hó",NA,"Margit utca, XXII. kerület",NA,NA
"1954",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Baross utca 66., XX. kerület",NA,NA
"1955",NA,NA,"120 000 Ft/hó",NA,"Rózsa út 4."," Tiszaújváros","36 m² terület","1 + 1 fél szoba",NA
"1956",NA,NA,"55 000 Ft/hó",NA,"Állomás utca"," Kiskunhalas","65 m² terület","1 + 1 fél szoba",NA
"1957",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Gyöngyös utca 9, Mosonmagyaróvár",NA,NA
"1958",NA,NA,"100 000 Ft/hó",NA,"Petőfi utca"," XIX. kerület","30 m² terület","1 szoba","3 m² erkély"
"1959",NA,NA,"195 000 Ft/hó",NA,"Mester utca"," IX. kerület","65 m² terület","2 + 1 fél szoba","11 m² erkély"
"1960",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","190 000 Ft/hó",NA,"Szilágyi Erzsébet fasor, XII. kerület",NA,NA
"1961",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Kazinczy utca, Szolnok",NA,NA
"1962",NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Párizsi körút 40, Szeged",NA,NA
"1963",NA,NA,"210 000 Ft/hó",NA,"Gyula utca"," Miskolc","105 m² terület","2 + 2 fél szoba","5 m² erkély"
"1964",NA,NA,"60 000 Ft/hó",NA,"Fiskális út"," Székesfehérvár","12 m² terület","1 szoba","20 m² erkély"
"1965",NA,NA,"90 000 Ft/hó",NA,"Pázmány Péter utca"," Kecskemét","54 m² terület","2 szoba","3 m² erkély"
