"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1787",NA,NA,NA,"450 000 Ft/hó",NA,"Krisztinaváros - Váralja"," I. kerület","105 m² terület","4 szoba","10 m² erkély"
"1788",NA,NA,NA,"105 000 Ft/hó",NA,"Reitter Ferenc utca"," XIII. kerület","37 m² terület","1 + 1 fél szoba",NA
"1789",NA,NA,NA,"130 000 Ft/hó",NA,"Janicsár utca"," XIII. kerület","40 m² terület","1 szoba",NA
"1790",NA,NA,NA,"95 000 Ft/hó",NA,"Nemzetőr utca"," Zalaegerszeg","64 m² terület","1 + 2 fél szoba",NA
"1791","Új építésű",NA,NA,"185 000 Ft/hó",NA,"Mezőkövesd út 1"," XI. kerület","49 m² terület","2 szoba","8 m² erkély"
"1792",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Dr. Szabolcs Zoltán utca 9, Szombathely",NA,NA
"1793","Régen frissült",NA,NA,"130 000 Ft/hó",NA,"Debrecen",NA,"71 m² terület","3 szoba","3 m² erkély"
"1794","Új építésű",NA,NA,"160 000 Ft/hó",NA,"Platán sor"," Mosonmagyaróvár","50 m² terület","2 szoba",NA
"1795",NA,NA,NA,"90 000 Ft/hó",NA,"Bethlen Gábor utca"," VII. kerület","28 m² terület","1 szoba",NA
"1796",NA,NA,NA,"190 000 Ft/hó",NA,"Fő utca"," Kaposvár","100 m² terület","3 szoba",NA
"1797",NA,NA,NA,"350 000 Ft/hó",NA,"Bartók Béla út"," XI. kerület","131 m² terület","3 szoba",NA
"1798",NA,NA,NA,"190 000 Ft/hó",NA,"Ulászló utca"," XI. kerület","56 m² terület","1 + 1 fél szoba","3 m² erkély"
"1799",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Károly utca 132, XX. kerület",NA,NA
"1800",NA,NA,NA,"438 180 Ft/hó",NA,"Hűvösvölgyi út"," II. kerület","92 m² terület","3 szoba","8 m² erkély"
"1801",NA,NA,NA,"438 180 Ft/hó",NA,"Hűvösvölgyi út"," II. kerület","92 m² terület","3 szoba","8 m² erkély"
"1802",NA,NA,NA,"365 150 Ft/hó",NA,"Lechner Ödön fasor 1."," IX. kerület","70 m² terület","2 + 1 fél szoba","15 m² erkély"
"1803",NA,NA,NA,"730 300 Ft/hó",NA,"Lipótváros"," V. kerület","110 m² terület","3 szoba",NA
"1804",NA,NA,NA,"180 000 Ft/hó",NA,"Székely Bertalan utca"," VI. kerület","74 m² terület","3 szoba",NA
"1805",NA,NA,NA,"140 000 Ft/hó",NA,"Katona József utca"," XIII. kerület","50 m² terület","1 szoba","2 m² erkély"
"1806",NA,NA,NA,"150 000 Ft/hó",NA,"Törökvész út"," II. kerület","53 m² terület","2 szoba",NA
"1807",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","85 000 Ft/hó",NA,"Felsőinkám utca, Várpalota",NA,NA
"1808",NA,NA,NA,"170 000 Ft/hó",NA,"Balatonkenese"," Lakótelep","90 m² terület","3 szoba","12 m² erkély"
"1809",NA,NA,NA,"79 000 Ft/hó",NA,"Győr"," Nádorváros","40 m² terület","0 + 2 fél szoba",NA
"1810",NA,NA,NA,"130 000 Ft/hó",NA,"Bem tér"," Debrecen","55 m² terület","1 + 1 fél szoba",NA
"1811",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","230 000 Ft/hó",NA,"Széchenyi utca, V. kerület",NA,NA
"1812",NA,NA,NA,"791 000 Ft/hó",NA,"Nagymező utca"," VI. kerület","111 m² terület","3 szoba",NA
"1813","Csak szoba",NA,NA,"85 000 Ft/hó",NA,"Németvölgyi út 150"," XI. kerület","12 m² terület","2 szoba","10 m² erkély"
"1814",NA,NA,NA,"130 000 Ft/hó",NA,"Táncsics Mihály út"," Oroszlány","53 m² terület","2 szoba",NA
"1815",NA,NA,NA,"120 000 Ft/hó",NA,"Kerepesi út"," XIV. kerület","35 m² terület","1 szoba",NA
"1816","Új építésű",NA,NA,"100 000 Ft/hó",NA,"Vasúti villasor"," Szentendre","19 m² terület","1 szoba",NA
"1817",NA,NA,NA,"110 000 Ft/hó",NA,"Rózsa utca 41"," IV. kerület","35 m² terület","1 + 1 fél szoba",NA
"1818",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","60 000 Ft/hó",NA,"Május 1. út, Martfű",NA,NA
"1819","Csak szoba",NA,NA,"100 000 Ft/hó",NA,"Kisfaludy utca"," Pilisvörösvár","10 m² terület","1 szoba",NA
"1820",NA,NA,NA,"839 845 Ft/hó",NA,"Belváros"," V. kerület","100 m² terület","4 szoba",NA
"1821",NA,NA,NA,"401 665 Ft/hó",NA,"Csillagvölgyi út"," XII. kerület","130 m² terület","3 szoba","20 m² erkély"
"1822",NA,NA,NA,"876 360 Ft/hó",NA,"Lipótváros"," V. kerület","123 m² terület","3 szoba",NA
"1823",NA,NA,NA,"69 900 Ft/hó",NA,"Szél utca"," Szeged","40 m² terület","1 szoba","6 m² erkély"
"1824",NA,NA,NA,"346 893 Ft/hó",NA,"Andrássy út"," VI. kerület","90 m² terület","3 szoba",NA
"1825",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","180 000 Ft/hó",NA,"Csücsök utca, XVI. kerület",NA,NA
"1826",NA,NA,NA,"420 000 Ft/hó",NA,"Logodi utca"," I. kerület","105 m² terület","1 + 3 fél szoba","10 m² erkély"
"1827",NA,NA,NA,"985 905 Ft/hó",NA,"Szalamandra köz"," II. kerület","126 m² terület","4 szoba",NA
"1828","Csak szoba",NA,NA,"40 000 Ft/hó",NA,"Vasmű út"," Dunaújváros","16 m² terület","1 szoba",NA
"1829",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Prohászka Ottokár út, Székesfehérvár",NA,NA
"1830","Új építésű",NA,NA,"150 000 Ft/hó",NA,"Vasúti villasor"," Szentendre","55 m² terület","1 + 1 fél szoba",NA
"1831",NA,NA,NA,"250 000 Ft/hó",NA,"Bajcsy-Zsilinszky út"," VI. kerület","80 m² terület","3 szoba",NA
"1832",NA,NA,NA,"135 000 Ft/hó",NA,"Vidra utca 14"," Győr","44 m² terület","1 + 1 fél szoba","12 m² erkély"
"1833",NA,NA,NA,"1 150 223 Ft/hó",NA,"Irányi utca"," V. kerület","177 m² terület","3 + 1 fél szoba",NA
"1834",NA,NA,NA,"450 000 Ft/hó",NA,"Bem tér"," Debrecen","114 m² terület","2 + 2 fél szoba","80 m² erkély"
"1835","Csak szoba",NA,NA,"80 000 Ft/hó",NA,"Körösfői Kriesch Aladár utca 42"," Gödöllő","40 m² terület","1 szoba","25 m² erkély"
"1836",NA,NA,NA,"120 000 Ft/hó",NA,"Izabella utca 74"," VII. kerület","49 m² terület","1 szoba",NA
"1837",NA,NA,NA,"1 095 450 Ft/hó",NA,"Belváros"," V. kerület","134 m² terület","4 szoba",NA
"1838",NA,NA,NA,"170 000 Ft/hó",NA,"Róna utca"," XIV. kerület","66 m² terület","3 szoba","2 m² erkély"
"1839",NA,NA,NA,"100 000 Ft/hó",NA,"Béke tér 11"," Dunaföldvár","70 m² terület","3 szoba","5 m² erkély"
"1840",NA,NA,NA,"100 000 Ft/hó",NA,"Major utca"," Hajdúszoboszló","78 m² terület","4 szoba",NA
"1841",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","165 000 Ft/hó",NA,"Kossuth Lajos utca 8, V. kerület",NA,NA
"1842","Csak szoba",NA,NA,"75 000 Ft/hó",NA,"Ugron Gábor utca"," XI. kerület","14 m² terület","1 szoba","50 m² erkély"
"1843",NA,NA,NA,"438 180 Ft/hó",NA,"Deák Ferenc tér 3"," V. kerület","87 m² terület","2 szoba",NA
"1844",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Komócsy utca, XIV. kerület",NA,NA
"1845",NA,NA,NA,"120 000 Ft/hó",NA,"Pesti út"," XVII. kerület","12 m² terület","1 szoba",NA
"1846",NA,NA,NA,"1 095 450 Ft/hó",NA,"Podmaniczky utca"," VI. kerület","168 m² terület","4 szoba",NA
"1847",NA,NA,NA,"65 000 Ft/hó",NA,"Berzsenyi Dániel utca"," Nagykanizsa","54 m² terület","2 szoba",NA
"1848",NA,NA,NA,"450 000 Ft/hó",NA,"Logodi utca"," I. kerület","105 m² terület","1 + 3 fél szoba","10 m² erkély"
"1849",NA,NA,NA,"350 000 Ft/hó",NA,"Pál utca"," VIII. kerület","97 m² terület","2 + 1 fél szoba",NA
"1850",NA,NA,NA,"60 000 Ft/hó",NA,"Beszédes József sétány"," Siófok","20 m² terület","1 szoba","2 m² erkély"
"1851",NA,NA,NA,"70 000 Ft/hó",NA,"Fő utca"," Kajárpéc","40 m² terület","1 szoba",NA
"1852",NA,NA,NA,"180 000 Ft/hó",NA,"Amerikai út"," XIV. kerület","75 m² terület","2 + 1 fél szoba",NA
"1853","Új építésű",NA,NA,"650 000 Ft/hó",NA,"Kisdomb utca"," III. kerület","138 m² terület","3 szoba",NA
"1854",NA,NA,NA,"120 000 Ft/hó",NA,"Vöröskereszt utca"," XXII. kerület","31 m² terület","1 + 1 fél szoba",NA
"1855",NA,NA,NA,"219 090 Ft/hó",NA,"Falk Miksa utca"," V. kerület","90 m² terület","2 + 1 fél szoba",NA
"1856",NA,NA,NA,"75 000 Ft/hó",NA,"Baltazár Dezső utca 13"," Hajdúböszörmény","48 m² terület","1 + 1 fél szoba","3 m² erkély"
"1857",NA,NA,NA,"730 300 Ft/hó",NA,"Pozsonyi út"," XIII. kerület","102 m² terület","2 szoba","13 m² erkély"
"1858",NA,NA,NA,"225 000 Ft/hó",NA,"Attila út 2"," I. kerület","62 m² terület","2 szoba",NA
"1859",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","50 000 Ft/hó",NA,"Pipacs utca, Kecskemét",NA,NA
"1860",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","95 000 Ft/hó",NA,"Dinnyehegyi út, XXIII. kerület",NA,NA
"1861",NA,NA,NA,"1 058 935 Ft/hó",NA,"Vérhalom"," II. kerület","147 m² terület","5 szoba","25 m² erkély"
"1862",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","158 000 Ft/hó",NA,"Radnóti Miklós utca, Győr",NA,NA
"1863",NA,NA,NA,"185 000 Ft/hó",NA,"Szófia utca"," VI. kerület","57 m² terület","2 szoba",NA
"1864",NA,NA,NA,"105 000 Ft/hó",NA,"Vitéz utca"," II. kerület","33 m² terület","1 szoba",NA
"1865",NA,NA,NA,"438 180 Ft/hó",NA,"Krisztinaváros"," I. kerület","72 m² terület","3 szoba",NA
"1866","Csak szoba",NA,NA,"60 000 Ft/hó",NA,"Szeszgyár utca"," VIII. kerület","14 m² terület","1 szoba",NA
"1867",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","230 000 Ft/hó",NA,"Apály utca 2/C, XIII. kerület",NA,NA
"1868","Csak szoba",NA,NA,"60 000 Ft/hó",NA,"Szeszgyár utca"," VIII. kerület","62 m² terület","2 szoba",NA
"1869","Régen frissült",NA,NA,"255 605 Ft/hó",NA,"Belső-Terézváros"," VI. kerület","70 m² terület","2 szoba",NA
"1870",NA,NA,NA,"110 000 Ft/hó",NA,"Szérűskert utca"," III. kerület","28 m² terület","1 szoba",NA
"1871",NA,NA,NA,"165 000 Ft/hó",NA,"Vizafogó"," XIII. kerület","60 m² terület","2 szoba",NA
"1872","Csak szoba",NA,NA,"70 000 Ft/hó",NA,"Somogyváry Gyula utca"," Dunaharaszti","14 m² terület","1 szoba","12 m² erkély"
"1873",NA,NA,NA,"100 000 Ft/hó",NA,"Világ utca"," Kecskemét","56 m² terület","2 szoba",NA
"1874",NA,NA,NA,"160 000 Ft/hó",NA,"Vámház körút"," IX. kerület","52 m² terület","2 szoba",NA
"1875","Új építésű",NA,NA,"130 000 Ft/hó",NA,"Jókai Mór utca"," XX. kerület","49 m² terület","2 szoba","16 m² erkély"
"1876",NA,NA,NA,"280 000 Ft/hó",NA,"Hegedűs Gyula utca 20"," XIII. kerület","110 m² terület","3 + 1 fél szoba","10 m² erkély"
"1877",NA,NA,NA,"547 725 Ft/hó",NA,"Október 6. utca"," V. kerület","96 m² terület","2 + 1 fél szoba",NA
"1878",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Mészáros utca, I. kerület",NA,NA
"1879",NA,NA,NA,"130 000 Ft/hó",NA,"Sopron"," Belváros","72 m² terület","2 szoba",NA
"1880",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Kondorosi út, XI. kerület",NA,NA
"1881",NA,NA,NA,"1 004 163 Ft/hó",NA,"Belváros"," V. kerület","177 m² terület","4 szoba",NA
"1882",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Pesti út, XVII. kerület",NA,NA
"1883",NA,NA,NA,"803 330 Ft/hó",NA,"Szalamandra út"," II. kerület","240 m² terület","4 szoba","72 m² erkély"
"1884",NA,NA,NA,"200 000 Ft/hó",NA,"Népszínház utca"," VIII. kerület","97 m² terület","2 szoba","4 m² erkély"
"1885",NA,NA,NA,"730 300 Ft/hó",NA,"Zichy Jenő utca"," VI. kerület","90 m² terület","4 szoba",NA
"1886",NA,NA,NA,"100 000 Ft/hó",NA,"Külső-Terézváros"," VI. kerület","26 m² terület","1 szoba",NA
"1887","Csak szoba",NA,NA,"60 000 Ft/hó",NA,"Erzsébet utca"," Debrecen","20 m² terület","1 szoba",NA
"1888","Új építésű",NA,NA,"547 725 Ft/hó",NA,"Felvinci út"," II. kerület","74 m² terület","2 szoba",NA
"1889",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","130 000 Ft/hó",NA,"Kerékgyártó utca, XIV. kerület",NA,NA
"1890",NA,NA,NA,"135 000 Ft/hó",NA,"Jókai utca"," XIX. kerület","54 m² terület","2 szoba",NA
"1891",NA,NA,NA,"180 000 Ft/hó",NA,"Galagonyás utca"," Eger","65 m² terület","2 szoba","6 m² erkély"
"1892",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","175 000 Ft/hó",NA,"Madarász Viktor utca, XIII. kerület",NA,NA
"1893","Csak szoba",NA,NA,"52 000 Ft/hó",NA,"Fő utca 99."," XIX. kerület","100 m² terület","4 szoba",NA
"1894","Új építésű",NA,NA,"379 000 Ft/hó",NA,"Ferihegyi út 26"," XVII. kerület","120 m² terület","4 szoba","28 m² erkély"
"1895",NA,NA,NA,"365 150 Ft/hó",NA,"Belső-Erzsébetváros"," VII. kerület","100 m² terület","3 szoba",NA
"1896",NA,NA,NA,"365 150 Ft/hó",NA,"Révay köz"," VI. kerület","92 m² terület","1 + 2 fél szoba",NA
"1897",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Távíró köz 19, IX. kerület",NA,NA
"1898",NA,NA,NA,"105 000 Ft/hó",NA,"Garam utca"," XIII. kerület","41 m² terület","1 szoba",NA
"1899",NA,NA,NA,"803 330 Ft/hó",NA,"Garibaldi utca"," V. kerület","112 m² terület","3 szoba","15 m² erkély"
"1900",NA,NA,NA,"431 000 Ft/hó",NA,"Várkert rakpart"," I. kerület","48 m² terület","1 + 1 fél szoba",NA
"1901",NA,NA,NA,"600 000 Ft/hó",NA,"Vámház körút"," IX. kerület","170 m² terület","3 szoba",NA
"1902","Új építésű"," Csak szoba",NA,"60 000 Ft/hó",NA,"Rózsa utca"," VI. kerület","8 m² terület","1 szoba",NA
"1903",NA,NA,NA,"839 845 Ft/hó",NA,"Pasarét"," II. kerület","93 m² terület","3 szoba","150 m² erkély"
"1904",NA,NA,NA,"120 000 Ft/hó",NA,"Székely Mihály utca"," VI. kerület","40 m² terület","1 + 2 fél szoba",NA
"1905",NA,NA,NA,"695 000 Ft/hó",NA,"Belső-Erzsébetváros"," VII. kerület","100 m² terület","3 szoba",NA
"1906",NA,NA,NA,"190 000 Ft/hó",NA,"Párkány utca"," XIII. kerület","80 m² terület","3 szoba",NA
"1907",NA,NA,NA,"1 150 223 Ft/hó",NA,"Irányi utca"," V. kerület","177 m² terület","3 + 1 fél szoba",NA
"1908",NA,NA,NA,"780 000 Ft/hó",NA,"Ferenc körút 32"," IX. kerület","169 m² terület","7 szoba","4 m² erkély"
"1909",NA,NA,NA,"740 000 Ft/hó",NA,"Bajcsy-Zsilinszky út"," VI. kerület","140 m² terület","4 szoba",NA
"1910",NA,NA,NA,"280 000 Ft/hó",NA,"Hegedűs Gyula utca"," XIII. kerület","110 m² terület","3 + 1 fél szoba","8 m² erkély"
"1911",NA,NA,NA,"199 900 Ft/hó",NA,"Vezér utca"," XIV. kerület","61 m² terület","2 szoba","7 m² erkély"
"1912",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","247 900 Ft/hó",NA,"Mihály utca, I. kerület",NA,NA
"1913",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Köztársaság utca 9, Siófok",NA,NA
"1914",NA,NA,NA,"858 103 Ft/hó",NA,"Irányi utca 19-23"," V. kerület","165 m² terület","3 szoba",NA
"1915",NA,NA,NA,"165 000 Ft/hó",NA,"Felső Zöldmáli út"," II. kerület","54 m² terület","1 + 1 fél szoba","4 m² erkély"
"1916",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Gyulai Pál utca, VIII. kerület",NA,NA
"1917",NA,NA,NA,"438 180 Ft/hó",NA,"Garibaldi utca"," V. kerület","75 m² terület","2 szoba","12 m² erkély"
"1918",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Móricz Zsigmond rakpart 1, Győr",NA,NA
"1919",NA,NA,NA,"325 000 Ft/hó",NA,"Garibaldi utca"," V. kerület","63 m² terület","2 szoba","4 m² erkély"
"1920",NA,NA,NA,"110 000 Ft/hó",NA,"Vadász utca"," V. kerület","30 m² terület","1 szoba",NA
"1921",NA,NA,NA,"120 000 Ft/hó",NA,"Hatház utca 11"," X. kerület","35 m² terület","1 szoba",NA
"1922",NA,NA,NA,"190 000 Ft/hó",NA,"Balatonfüred",NA,"57 m² terület","2 szoba","9 m² erkély"
"1923",NA,NA,NA,"140 000 Ft/hó",NA,"Erzsébet körút"," VII. kerület","48 m² terület","2 szoba",NA
"1924",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Napsugár utca, Balatonlelle",NA,NA
"1925",NA,NA,NA,"180 000 Ft/hó",NA,"Székesfehérvár"," Belváros","68 m² terület","2 szoba",NA
"1926",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Erkel utca, IX. kerület",NA,NA
"1927",NA,NA,NA,"98 000 Ft/hó",NA,"Bánk bán utca 7"," XI. kerület","32 m² terület","1 szoba",NA
"1928",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Remenyik Zsigmond utca, Eger",NA,NA
"1929",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Réti utca, Tatabánya",NA,NA
"1930",NA,NA,NA,"292 120 Ft/hó",NA,"Danubius utca"," XIII. kerület","55 m² terület","1 + 1 fél szoba","15 m² erkély"
"1931",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Lucsony utca, Mosonmagyaróvár",NA,NA
"1932",NA,NA,NA,"150 000 Ft/hó",NA,"Felsőmalom utca"," Pécs","45 m² terület","2 szoba",NA
"1933",NA,NA,NA,"160 000 Ft/hó",NA,"Rumbach Sebestyén utca"," VII. kerület","59 m² terület","2 szoba",NA
"1934",NA,NA,NA,"150 000 Ft/hó",NA,"Bíbor utca"," XIV. kerület","65 m² terület","2 szoba","12 m² erkély"
"1935",NA,NA,NA,"60 000 Ft/hó",NA,"Petzvál József utca"," XI. kerület","16 m² terület","1 szoba",NA
"1936",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Cserép utca, XVIII. kerület",NA,NA
"1937",NA,NA,NA,"30 000 Ft/hó",NA,"Közdomb utca"," Miskolc","20 m² terület","1 szoba",NA
"1938",NA,NA,NA,"280 000 Ft/hó",NA,"Reáltanoda utca"," V. kerület","126 m² terület","3 szoba",NA
"1939",NA,NA,NA,"280 000 Ft/hó",NA,"Breznó köz"," XI. kerület","104 m² terület","3 szoba","15 m² erkély"
"1940",NA,NA,NA,"90 000 Ft/hó",NA,"Kövirózsa utca 8"," XVI. kerület","20 m² terület","1 szoba",NA
"1941",NA,NA,NA,"110 000 Ft/hó",NA,"Szent László utca 89"," Siófok","63 m² terület","1 + 2 fél szoba","16 m² erkély"
"1942",NA,NA,NA,"240 000 Ft/hó",NA,"Rákóczi út"," VIII. kerület","85 m² terület","3 szoba",NA
"1943",NA,NA,NA,"595 000 Ft/hó",NA,"Kossuth Lajos tér"," V. kerület","93 m² terület","3 szoba",NA
"1944",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Fogarasi út, XIV. kerület",NA,NA
"1945",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","210 000 Ft/hó",NA,"Szalay utca 3, V. kerület",NA,NA
